frame;x;y
1847;107.6;329.5
1848;111.4;326.5
1849;121.6;319.7
1850;123.2;320.3
1851;125.6;320.3
1852;128.6;324.1
1853;128.3;326.4
1854;125.0;327.1
1855;124.2;329.1
1856;122.3;333.1
1857;121.2;335.0
1858;118.6;333.6
1859;117.0;329.4
1860;114.4;330.2
1861;116.2;327.9
1862;120.2;329.5
1863;122.3;325.9
1864;122.7;326.9
1865;124.9;324.8
1866;122.9;324.1
1867;125.5;318.0
1868;126.2;317.7
1869;126.0;318.8
1870;122.2;321.2
1871;116.5;321.8
1872;113.1;322.7
1873;112.5;320.0
1874;118.8;319.1
1875;119.5;322.9
1876;118.9;323.3
1877;119.4;321.1
1878;121.6;317.5
1879;115.5;314.6
1880;110.6;312.2
1881;109.8;311.1
1882;109.8;309.1
1883;109.7;307.9
1884;109.9;311.9
1885;108.8;307.2
1886;111.7;306.7
1887;110.5;310.7
1888;110.4;310.1
1889;109.5;312.3
1890;110.1;312.6
1891;107.8;314.8
1892;109.2;314.7
1893;109.9;312.3
1894;110.1;309.8
1895;111.3;307.5
1896;113.4;309.5
1897;114.7;309.6
1898;114.1;307.1
1899;117.1;302.9
1900;117.2;299.9
1901;119.2;299.2
1902;120.0;299.5
1903;122.0;303.8
1904;120.6;306.5
1905;121.5;305.3
1906;120.8;310.5
1907;121.9;312.5
1908;125.7;310.1
1909;125.1;303.5
1910;124.5;299.4
1911;120.2;297.0
1912;123.4;297.6
1913;123.4;301.0
1914;126.4;300.4
1915;124.9;301.3
1916;120.9;298.6
1917;122.4;298.9
1918;122.0;297.2
1919;125.4;300.0
1920;126.6;301.1
1921;126.0;301.2
1922;130.5;298.8
1923;133.8;294.1
1924;137.3;293.6
1925;138.1;294.0
1926;137.6;295.5
1927;133.3;295.1
1928;134.0;289.8
1929;133.1;287.5
1930;129.3;286.0
1931;127.0;280.6
1932;129.7;280.2
1933;131.9;278.6
1934;126.0;275.8
1935;122.4;277.1
1936;122.9;274.8
1937;121.0;274.3
1938;120.8;274.4
1939;113.5;274.9
1940;110.2;270.4
1941;106.9;274.5
1942;106.4;274.2
1943;103.3;274.1
1944;107.6;271.8
1945;112.0;267.3
1946;114.9;268.6
1947;119.4;270.3
1948;123.9;270.8
1949;123.9;271.6
1950;119.3;275.5
1951;118.1;275.4
1952;117.7;274.2
1953;116.6;275.5
1954;115.6;271.7
1955;118.4;269.5
1956;115.8;269.8
1957;113.8;265.2
1958;111.8;262.1
1959;116.2;259.8
1960;115.8;260.2
1961;112.9;260.2
1962;111.3;259.8
1963;115.9;261.5
1964;111.9;266.0
1965;109.4;267.7
1966;111.6;267.6
1967;115.5;261.4
1968;112.5;257.8
1969;112.0;258.1
1970;104.8;260.0
1971;101.1;260.6
1972;100.8;261.6
1973;104.7;258.6
1974;103.4;255.2
1975;97.4;254.1
1976;101.0;254.8
1977;104.8;251.9
1978;105.0;250.8
1979;105.6;249.3
1980;107.2;247.5
1981;103.5;250.8
1982;103.9;250.7
1983;101.8;250.8
1984;103.9;248.4
1985;106.4;247.6
1986;104.2;246.2
1987;106.6;244.6
1988;105.9;245.3
1989;106.0;245.5
1990;103.8;244.4
1991;103.1;239.6
1992;98.3;236.8
1993;96.0;234.9
1994;97.5;230.7
1995;97.7;227.8
1996;94.9;229.9
1997;91.6;229.9
1998;88.1;232.0
1999;84.3;231.1
2000;80.9;230.8
2001;79.9;231.4
2002;78.8;231.8
2003;78.7;229.1
2004;74.2;214.7
